,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
67100,HOU,67,12/03/18,Home,SAS,W,109,93,39,80,0.488,13,44,0.295,18,23,0.783,9,50,24,6,4,15,24,33,81,0.407,11,28,0.393,16,23,0.696,7,36,20,5,2,13,17
67104,MEM,67,12/03/18,Home,MIL,L,103,121,42,89,0.472,9,27,0.333,10,19,0.526,10,31,27,6,5,9,23,47,81,0.58,12,25,0.48,15,22,0.682,11,47,33,6,5,18,22
68105,MIA,68,12/03/18,Away,POR,L,99,115,39,91,0.429,10,31,0.323,11,16,0.688,10,46,24,6,4,11,24,38,83,0.458,14,36,0.389,25,30,0.833,9,50,23,5,6,12,15
67106,MIL,67,12/03/18,Away,MEM,W,121,103,47,81,0.58,12,25,0.48,15,22,0.682,11,47,33,6,5,18,22,42,89,0.472,9,27,0.333,10,19,0.526,10,31,27,6,5,9,23
69110,OKC,69,12/03/18,Home,SAC,W,106,101,38,84,0.452,16,36,0.444,14,18,0.778,5,43,21,5,6,10,15,38,93,0.409,12,33,0.364,13,16,0.813,13,49,21,8,6,11,22
67114,POR,67,12/03/18,Home,MIA,W,115,99,38,83,0.458,14,36,0.389,25,30,0.833,9,50,23,5,6,12,15,39,91,0.429,10,31,0.323,11,16,0.688,10,46,24,6,4,11,24
68115,SAC,68,12/03/18,Away,OKC,L,101,106,38,93,0.409,12,33,0.364,13,16,0.813,13,49,21,8,6,11,22,38,84,0.452,16,36,0.444,14,18,0.778,5,43,21,5,6,10,15
67116,SAS,67,12/03/18,Away,HOU,L,93,109,33,81,0.407,11,28,0.393,16,23,0.696,7,36,20,5,2,13,17,39,80,0.488,13,44,0.295,18,23,0.783,9,50,24,6,4,15,24
5892,BRK,58,12/02/18,Home,LAC,L,101,114,41,89,0.461,12,40,0.3,7,10,0.7,10,37,27,10,6,12,15,48,85,0.565,6,16,0.375,12,14,0.857,8,43,19,8,6,15,14
5694,CHI,56,12/02/18,Home,ORL,W,105,101,40,88,0.455,9,32,0.281,16,21,0.762,11,46,25,6,3,11,13,37,84,0.44,10,31,0.323,17,19,0.895,7,39,24,8,7,9,18
5698,DET,56,12/02/18,Home,NOP,L,103,118,35,95,0.368,9,35,0.257,24,32,0.75,14,54,18,5,3,14,19,44,100,0.44,14,34,0.412,16,16,1,10,53,31,6,7,11,25
5799,GSW,57,12/02/18,Home,PHO,W,129,83,52,89,0.584,11,26,0.423,14,21,0.667,7,49,36,8,16,11,18,33,95,0.347,3,23,0.13,14,22,0.636,15,47,13,2,3,15,17
55102,LAC,55,12/02/18,Away,BRK,W,114,101,48,85,0.565,6,16,0.375,12,14,0.857,8,43,19,8,6,15,14,41,89,0.461,12,40,0.3,7,10,0.7,10,37,27,10,6,12,15
56108,NOP,56,12/02/18,Away,DET,W,118,103,44,100,0.44,14,34,0.412,16,16,1,10,53,31,6,7,11,25,35,95,0.368,9,35,0.257,24,32,0.75,14,54,18,5,3,14,19
58109,NYK,58,12/02/18,Away,PHI,L,92,108,31,79,0.392,6,24,0.25,24,28,0.857,7,33,16,5,4,19,22,41,75,0.547,10,19,0.526,16,24,0.667,7,37,27,13,6,17,22
56111,ORL,56,12/02/18,Away,CHI,L,101,105,37,84,0.44,10,31,0.323,17,19,0.895,7,39,24,8,7,9,18,40,88,0.455,9,32,0.281,16,21,0.762,11,46,25,6,3,11,13
54112,PHI,54,12/02/18,Home,NYK,W,108,92,41,75,0.547,10,19,0.526,16,24,0.667,7,37,27,13,6,17,22,31,79,0.392,6,24,0.25,24,28,0.857,7,33,16,5,4,19,22
58113,PHO,58,12/02/18,Away,GSW,L,83,129,33,95,0.347,3,23,0.13,14,22,0.636,15,47,13,2,3,15,17,52,89,0.584,11,26,0.423,14,21,0.667,7,49,36,8,16,11,18
58116,SAS,58,12/02/18,Away,UTA,L,99,101,38,85,0.447,6,25,0.24,17,25,0.68,8,44,23,5,8,11,24,35,84,0.417,11,24,0.458,20,30,0.667,9,43,15,7,5,9,24
57118,UTA,57,12/02/18,Home,SAS,W,101,99,35,84,0.417,11,24,0.458,20,30,0.667,9,43,15,7,5,9,24,38,85,0.447,6,25,0.24,17,25,0.68,8,44,23,5,8,11,24
42106,ATL,42,12/01/18,Home,BRK,L,105,110,37,80,0.463,11,28,0.393,20,26,0.769,8,46,21,6,3,18,25,40,87,0.46,13,34,0.382,17,26,0.654,13,43,29,8,1,14,24
42108,BRK,42,12/01/18,Away,ATL,W,110,105,40,87,0.46,13,34,0.382,17,26,0.654,13,43,29,8,1,14,24,37,80,0.463,11,28,0.393,20,26,0.769,8,46,21,6,3,18,25
4093,CHO,40,12/01/18,Home,UTA,W,99,88,32,78,0.41,9,27,0.333,26,34,0.765,8,46,17,8,2,12,19,28,77,0.364,12,35,0.343,20,23,0.87,8,45,19,5,8,14,26
42111,CLE,42,12/01/18,Away,IND,L,95,97,37,85,0.435,7,34,0.206,14,19,0.737,9,46,19,12,5,11,15,39,85,0.459,10,21,0.476,9,12,0.75,6,44,16,5,4,14,18
42113,DEN,42,12/01/18,Home,MEM,W,87,78,27,70,0.386,7,22,0.318,26,32,0.813,12,47,15,8,3,14,18,30,77,0.39,7,24,0.292,11,14,0.786,8,36,17,8,5,14,28
43102,GSW,43,12/01/18,Away,MIL,W,108,94,44,79,0.557,5,15,0.333,15,18,0.833,10,43,28,7,3,11,13,36,85,0.424,11,28,0.393,11,12,0.917,8,33,21,9,6,12,20
41139,HOU,41,12/01/18,Away,PHO,W,112,95,39,94,0.415,15,47,0.319,19,22,0.864,14,53,18,11,4,11,14,37,80,0.463,14,33,0.424,7,9,0.778,4,38,27,5,3,19,19
42117,IND,42,12/01/18,Home,CLE,W,97,95,39,85,0.459,10,21,0.476,9,12,0.75,6,44,16,5,4,14,18,37,85,0.435,7,34,0.206,14,19,0.737,9,46,19,12,5,11,15
41143,MEM,41,12/01/18,Away,DEN,L,78,87,30,77,0.39,7,24,0.292,11,14,0.786,8,36,17,8,5,14,28,27,70,0.386,7,22,0.318,26,32,0.813,12,47,15,8,3,14,18
41145,MIL,41,12/01/18,Home,GSW,L,94,108,36,85,0.424,11,28,0.393,11,12,0.917,8,33,21,9,6,12,20,44,79,0.557,5,15,0.333,15,18,0.833,10,43,28,7,3,11,13
44107,MIN,44,12/01/18,Home,NYK,W,118,108,49,95,0.516,10,27,0.37,10,16,0.625,16,43,33,12,4,12,12,45,83,0.542,12,24,0.5,6,9,0.667,9,36,25,6,6,16,17
41147,NOP,41,12/01/18,Home,POR,W,119,113,45,82,0.549,7,19,0.368,22,23,0.957,9,43,26,7,6,18,16,45,101,0.446,12,42,0.286,11,14,0.786,14,39,24,13,6,11,22
42125,NYK,42,12/01/18,Away,MIN,L,108,118,45,83,0.542,12,24,0.5,6,9,0.667,9,36,25,6,6,16,17,49,95,0.516,10,27,0.37,10,16,0.625,16,43,33,12,4,12,12
43114,ORL,43,12/01/18,Away,WAS,L,119,125,41,80,0.513,12,29,0.414,25,31,0.806,12,40,32,7,3,15,21,54,95,0.568,4,16,0.25,13,19,0.684,14,41,26,9,6,11,22
43116,PHO,43,12/01/18,Home,HOU,L,95,112,37,80,0.463,14,33,0.424,7,9,0.778,4,38,27,5,3,19,19,39,94,0.415,15,47,0.319,19,22,0.864,14,53,18,11,4,11,14
42130,POR,42,12/01/18,Away,NOP,L,113,119,45,101,0.446,12,42,0.286,11,14,0.786,14,39,24,13,6,11,22,45,82,0.549,7,19,0.368,22,23,0.957,9,43,26,7,6,18,16
42134,UTA,42,12/01/18,Away,CHO,L,88,99,28,77,0.364,12,35,0.343,20,23,0.87,8,45,19,5,8,14,26,32,78,0.41,9,27,0.333,26,34,0.765,8,46,17,8,2,12,19
42135,WAS,42,12/01/18,Home,ORL,W,125,119,54,95,0.568,4,16,0.25,13,19,0.684,14,41,26,9,6,11,22,41,80,0.513,12,29,0.414,25,31,0.806,12,40,32,7,3,15,21
2996,DAL,29,14/12/17,Away,GSW,L,97,112,37,82,0.451,10,29,0.345,13,17,0.765,8,31,25,7,1,11,16,47,78,0.603,11,22,0.5,7,9,0.778,4,41,35,7,4,16,22
2898,DET,28,14/12/17,Away,ATL,W,105,91,41,90,0.456,13,30,0.433,10,12,0.833,14,46,26,10,3,15,23,32,70,0.457,11,31,0.355,16,26,0.615,7,34,28,6,6,16,12
2999,GSW,29,14/12/17,Home,DAL,W,112,97,47,78,0.603,11,22,0.5,7,9,0.778,4,41,35,7,4,16,22,37,82,0.451,10,29,0.345,13,17,0.765,8,31,25,7,1,11,16
27103,LAL,27,14/12/17,Away,CLE,L,112,121,47,95,0.495,9,31,0.29,9,14,0.643,16,49,33,7,3,18,20,43,86,0.5,15,36,0.417,20,25,0.8,8,39,32,10,5,14,16
29107,MIN,29,14/12/17,Home,SAC,W,119,96,46,82,0.561,10,21,0.476,17,20,0.85,8,39,29,12,9,9,19,36,87,0.414,14,33,0.424,10,12,0.833,15,42,24,4,2,14,21
28109,NYK,28,14/12/17,Away,BRK,W,111,104,41,89,0.461,10,20,0.5,19,22,0.864,12,40,23,11,4,13,23,37,83,0.446,12,42,0.286,18,23,0.783,11,43,21,10,4,17,21
28115,SAC,28,14/12/17,Away,MIN,L,96,119,36,87,0.414,14,33,0.424,10,12,0.833,15,42,24,4,2,14,21,46,82,0.561,10,21,0.476,17,20,0.85,8,39,29,12,9,9,19
3091,BOS,30,13/12/17,Home,DEN,W,124,118,47,79,0.595,11,25,0.44,19,24,0.792,4,30,29,10,7,13,20,45,91,0.495,9,28,0.321,19,26,0.731,20,48,22,8,4,15,20
2793,CHO,27,13/12/17,Away,HOU,L,96,108,36,87,0.414,4,21,0.19,20,27,0.741,12,56,14,4,5,12,15,39,88,0.443,17,45,0.378,13,19,0.684,6,45,24,7,5,10,18
2794,CHI,27,13/12/17,Home,UTA,W,103,100,41,93,0.441,7,17,0.412,14,21,0.667,9,46,21,9,3,9,14,42,91,0.462,9,30,0.3,7,7,1,5,48,24,3,8,16,19
2897,DEN,28,13/12/17,Away,BOS,L,118,124,45,91,0.495,9,28,0.321,19,26,0.731,20,48,22,8,4,15,20,47,79,0.595,11,25,0.44,19,24,0.792,4,30,29,10,7,13,20
26100,HOU,26,13/12/17,Home,CHO,W,108,96,39,88,0.443,17,45,0.378,13,19,0.684,6,45,24,7,5,10,18,36,87,0.414,4,21,0.19,20,27,0.741,12,56,14,4,5,12,15
28101,IND,28,13/12/17,Home,OKC,L,95,100,40,89,0.449,11,31,0.355,4,6,0.667,11,42,18,11,7,13,21,36,88,0.409,13,29,0.448,15,24,0.625,17,52,26,10,6,13,12
26102,LAC,26,13/12/17,Away,ORL,W,106,95,39,88,0.443,12,26,0.462,16,20,0.8,6,51,25,10,6,8,19,37,88,0.42,9,27,0.333,12,21,0.571,7,45,24,6,6,12,13
28104,MEM,28,13/12/17,Away,WAS,L,87,93,31,81,0.383,10,28,0.357,15,16,0.938,10,47,18,6,2,16,23,36,77,0.468,9,22,0.409,12,24,0.5,6,44,21,7,8,15,22
27105,MIA,27,13/12/17,Home,POR,L,95,102,34,72,0.472,13,30,0.433,14,23,0.609,10,36,19,6,1,15,21,36,72,0.5,10,28,0.357,20,23,0.87,5,33,14,7,2,11,21
26106,MIL,26,13/12/17,Away,NOP,L,108,115,44,95,0.463,8,27,0.296,12,19,0.632,15,38,23,14,5,9,13,45,80,0.563,13,25,0.52,12,15,0.8,9,41,35,5,8,21,16
29108,NOP,29,13/12/17,Home,MIL,W,115,108,45,80,0.563,13,25,0.52,12,15,0.8,9,41,35,5,8,21,16,44,95,0.463,8,27,0.296,12,19,0.632,15,38,23,14,5,9,13
27110,OKC,27,13/12/17,Away,IND,W,100,95,36,88,0.409,13,29,0.448,15,24,0.625,17,52,26,10,6,13,12,40,89,0.449,11,31,0.355,4,6,0.667,11,42,18,11,7,13,21
29111,ORL,29,13/12/17,Home,LAC,L,95,106,37,88,0.42,9,27,0.333,12,21,0.571,7,45,24,6,6,12,13,39,88,0.443,12,26,0.462,16,20,0.8,6,51,25,10,6,8,19
30113,PHO,30,13/12/17,Home,TOR,L,109,115,37,83,0.446,8,24,0.333,27,34,0.794,10,41,20,3,9,11,24,40,92,0.435,9,26,0.346,26,31,0.839,8,45,16,7,3,6,25
27114,POR,27,13/12/17,Away,MIA,W,102,95,36,72,0.5,10,28,0.357,20,23,0.87,5,33,14,7,2,11,21,34,72,0.472,13,30,0.433,14,23,0.609,10,36,19,6,1,15,21
26117,TOR,26,13/12/17,Away,PHO,W,115,109,40,92,0.435,9,26,0.346,26,31,0.839,8,45,16,7,3,6,25,37,83,0.446,8,24,0.333,27,34,0.794,10,41,20,3,9,11,24
28118,UTA,28,13/12/17,Away,CHI,L,100,103,42,91,0.462,9,30,0.3,7,7,1,5,48,24,3,8,16,19,41,93,0.441,7,17,0.412,14,21,0.667,9,46,21,9,3,9,14
28119,WAS,28,13/12/17,Home,MEM,W,93,87,36,77,0.468,9,22,0.409,12,24,0.5,6,44,21,7,8,15,22,31,81,0.383,10,28,0.357,15,16,0.938,10,47,18,6,2,16,23
2790,ATL,27,12/12/17,Away,CLE,L,114,123,43,92,0.467,16,36,0.444,12,13,0.923,10,37,26,8,4,10,17,48,86,0.558,20,38,0.526,7,10,0.7,6,37,35,5,2,13,18
2692,BRK,26,12/12/17,Home,WAS,W,103,98,34,84,0.405,10,43,0.233,25,33,0.758,9,53,26,4,6,14,21,38,95,0.4,4,22,0.182,18,22,0.818,12,49,18,8,3,10,26
2895,CLE,28,12/12/17,Home,ATL,W,123,114,48,86,0.558,20,38,0.526,7,10,0.7,6,37,35,5,2,13,18,43,92,0.467,16,36,0.444,12,13,0.923,10,37,26,8,4,10,17
2896,DAL,28,12/12/17,Home,SAS,W,95,89,38,89,0.427,9,24,0.375,10,12,0.833,8,49,17,8,2,6,19,35,87,0.402,7,28,0.25,12,19,0.632,10,49,20,4,5,10,11
2797,DEN,27,12/12/17,Away,DET,W,103,84,40,79,0.506,10,30,0.333,13,14,0.929,6,44,27,8,3,17,15,28,79,0.354,9,25,0.36,19,22,0.864,11,40,17,7,2,20,16
2798,DET,27,12/12/17,Home,DEN,L,84,103,28,79,0.354,9,25,0.36,19,22,0.864,11,40,17,7,2,20,16,40,79,0.506,10,30,0.333,13,14,0.929,6,44,27,8,3,17,15
26103,LAL,26,12/12/17,Away,NYK,L,109,113,42,102,0.412,13,35,0.371,12,15,0.8,20,52,24,6,6,16,19,48,101,0.475,9,22,0.409,8,11,0.727,15,49,25,7,7,14,16
28107,MIN,28,12/12/17,Home,PHI,L,112,118,44,108,0.407,5,29,0.172,19,27,0.704,17,50,19,14,7,10,21,40,80,0.5,11,26,0.423,27,32,0.844,7,52,32,6,3,24,18
27109,NYK,27,12/12/17,Home,LAL,W,113,109,48,101,0.475,9,22,0.409,8,11,0.727,15,49,25,7,7,14,16,42,102,0.412,13,35,0.371,12,15,0.8,20,52,24,6,6,16,19
27112,PHI,27,12/12/17,Away,MIN,W,118,112,40,80,0.5,11,26,0.423,27,32,0.844,7,52,32,6,3,24,18,44,108,0.407,5,29,0.172,19,27,0.704,17,50,19,14,7,10,21
29113,PHO,29,12/12/17,Away,SAC,L,92,99,37,90,0.411,7,32,0.219,11,14,0.786,13,45,22,5,4,12,18,38,89,0.427,7,22,0.318,16,22,0.727,11,45,21,9,3,9,18
27115,SAC,27,12/12/17,Home,PHO,W,99,92,38,89,0.427,7,22,0.318,16,22,0.727,11,45,21,9,3,9,18,37,90,0.411,7,32,0.219,11,14,0.786,13,45,22,5,4,12,18
28116,SAS,28,12/12/17,Away,DAL,L,89,95,35,87,0.402,7,28,0.25,12,19,0.632,10,49,20,4,5,10,11,38,89,0.427,9,24,0.375,10,12,0.833,8,49,17,8,2,6,19
27119,WAS,27,12/12/17,Away,BRK,L,98,103,38,95,0.4,4,22,0.182,18,22,0.818,12,49,18,8,3,10,26,34,84,0.405,10,43,0.233,25,33,0.758,9,53,26,4,6,14,21
2991,BOS,29,11/12/17,Away,CHI,L,85,108,33,83,0.398,10,40,0.25,9,14,0.643,11,46,22,2,2,15,19,39,81,0.481,12,29,0.414,18,25,0.72,10,46,23,9,3,8,18
2693,CHO,26,11/12/17,Away,OKC,W,116,103,43,81,0.531,13,25,0.52,17,24,0.708,9,41,22,7,4,12,20,35,85,0.412,9,26,0.346,24,25,0.96,11,39,16,4,2,14,19
2694,CHI,26,11/12/17,Home,BOS,W,108,85,39,81,0.481,12,29,0.414,18,25,0.72,10,46,23,9,3,8,18,33,83,0.398,10,40,0.25,9,14,0.643,11,46,22,2,2,15,19
2899,GSW,28,11/12/17,Home,POR,W,111,104,44,80,0.55,10,20,0.5,13,17,0.765,6,42,26,5,9,14,16,37,88,0.42,7,28,0.25,23,25,0.92,12,39,14,11,2,9,18
25100,HOU,25,11/12/17,Home,NOP,W,130,123,48,88,0.545,17,45,0.378,17,25,0.68,4,36,30,12,7,9,15,49,85,0.576,18,33,0.545,7,13,0.538,6,41,32,6,2,18,19
25102,LAC,25,11/12/17,Home,TOR,W,96,91,34,92,0.37,8,36,0.222,20,24,0.833,14,57,18,6,7,12,20,32,80,0.4,7,29,0.241,20,26,0.769,3,43,18,8,6,13,22
27104,MEM,27,11/12/17,Home,MIA,L,82,107,28,72,0.389,8,27,0.296,18,27,0.667,6,31,17,6,1,14,22,37,66,0.561,14,27,0.519,19,24,0.792,2,35,24,8,8,13,22
26105,MIA,26,11/12/17,Away,MEM,W,107,82,37,66,0.561,14,27,0.519,19,24,0.792,2,35,24,8,8,13,22,28,72,0.389,8,27,0.296,18,27,0.667,6,31,17,6,1,14,22
28108,NOP,28,11/12/17,Away,HOU,L,123,130,49,85,0.576,18,33,0.545,7,13,0.538,6,41,32,6,2,18,19,48,88,0.545,17,45,0.378,17,25,0.68,4,36,30,12,7,9,15
26110,OKC,26,11/12/17,Home,CHO,L,103,116,35,85,0.412,9,26,0.346,24,25,0.96,11,39,16,4,2,14,19,43,81,0.531,13,25,0.52,17,24,0.708,9,41,22,7,4,12,20
26114,POR,26,11/12/17,Away,GSW,L,104,111,37,88,0.42,7,28,0.25,23,25,0.92,12,39,14,11,2,9,18,44,80,0.55,10,20,0.5,13,17,0.765,6,42,26,5,9,14,16
25117,TOR,25,11/12/17,Away,LAC,L,91,96,32,80,0.4,7,29,0.241,20,26,0.769,3,43,18,8,6,13,22,34,92,0.37,8,36,0.222,20,24,0.833,14,57,18,6,7,12,20
2690,ATL,26,10/12/17,Away,NYK,L,107,111,37,77,0.481,9,31,0.29,24,30,0.8,6,35,22,5,4,16,28,39,80,0.488,5,17,0.294,28,34,0.824,6,33,16,9,4,12,30
2891,BOS,28,10/12/17,Away,DET,W,91,81,33,79,0.418,11,30,0.367,14,18,0.778,9,50,16,4,4,13,18,28,84,0.333,10,33,0.303,15,19,0.789,11,46,14,7,4,9,16
2796,DAL,27,10/12/17,Away,MIN,L,92,97,37,81,0.457,11,31,0.355,7,9,0.778,6,33,23,6,5,10,22,36,72,0.5,7,19,0.368,18,23,0.783,9,45,19,7,2,18,19
2697,DEN,26,10/12/17,Away,IND,L,116,126,43,95,0.453,17,42,0.405,13,17,0.765,19,47,24,7,5,21,20,49,93,0.527,10,25,0.4,18,22,0.818,11,40,24,6,2,11,17
2698,DET,26,10/12/17,Home,BOS,L,81,91,28,84,0.333,10,33,0.303,15,19,0.789,11,46,14,7,4,9,16,33,79,0.418,11,30,0.367,14,18,0.778,9,50,16,4,4,13,18
27101,IND,27,10/12/17,Home,DEN,W,126,116,49,93,0.527,10,25,0.4,18,22,0.818,11,40,24,6,2,11,17,43,95,0.453,17,42,0.405,13,17,0.765,19,47,24,7,5,21,20
27107,MIN,27,10/12/17,Home,DAL,W,97,92,36,72,0.5,7,19,0.368,18,23,0.783,9,45,19,7,2,18,19,37,81,0.457,11,31,0.355,7,9,0.778,6,33,23,6,5,10,22
27108,NOP,27,10/12/17,Home,PHI,W,131,124,46,80,0.575,15,24,0.625,24,32,0.75,5,33,31,11,9,14,21,44,96,0.458,9,29,0.31,27,30,0.9,22,47,26,5,4,17,29
26109,NYK,26,10/12/17,Home,ATL,W,111,107,39,80,0.488,5,17,0.294,28,34,0.824,6,33,16,9,4,12,30,37,77,0.481,9,31,0.29,24,30,0.8,6,35,22,5,4,16,28
26112,PHI,26,10/12/17,Away,NOP,L,124,131,44,96,0.458,9,29,0.31,27,30,0.9,22,47,26,5,4,17,29,46,80,0.575,15,24,0.625,24,32,0.75,5,33,31,11,9,14,21
26115,SAC,26,10/12/17,Home,TOR,L,87,102,35,73,0.479,10,23,0.435,7,14,0.5,7,42,15,7,6,21,17,39,87,0.448,11,37,0.297,13,19,0.684,12,44,22,8,2,13,17
24117,TOR,24,10/12/17,Away,SAC,W,102,87,39,87,0.448,11,37,0.297,13,19,0.684,12,44,22,8,2,13,17,35,73,0.479,10,23,0.435,7,14,0.5,7,42,15,7,6,21,17
2590,ATL,25,09/12/17,Home,ORL,W,117,110,41,80,0.513,17,33,0.515,18,25,0.72,9,40,33,7,6,12,13,45,92,0.489,13,34,0.382,7,8,0.875,10,39,39,7,2,12,24
2592,BRK,25,09/12/17,Home,MIA,L,89,101,33,81,0.407,7,27,0.259,16,19,0.842,8,43,16,3,3,12,17,42,90,0.467,8,27,0.296,9,14,0.643,8,44,15,6,8,5,17
2593,CHO,25,09/12/17,Home,LAL,L,99,110,41,93,0.441,8,25,0.32,9,14,0.643,9,43,21,7,3,11,21,43,85,0.506,9,27,0.333,15,21,0.714,6,46,24,7,5,14,21
2594,CHI,25,09/12/17,Home,NYK,W,104,102,42,82,0.512,7,25,0.28,13,23,0.565,8,40,28,10,7,14,19,43,91,0.473,7,24,0.292,9,9,1,8,40,25,6,3,14,17
2795,CLE,27,09/12/17,Home,PHI,W,105,98,36,75,0.48,14,29,0.483,19,25,0.76,6,33,26,12,2,17,16,37,78,0.474,11,33,0.333,13,13,1,7,39,31,10,2,19,21
24100,HOU,24,09/12/17,Away,POR,W,124,117,40,75,0.533,10,25,0.4,34,42,0.81,7,35,14,13,2,12,17,45,88,0.511,18,41,0.439,9,12,0.75,7,33,19,4,5,15,28
24102,LAC,24,09/12/17,Home,WAS,W,113,112,39,80,0.488,14,32,0.438,21,24,0.875,4,33,22,8,4,10,19,42,82,0.512,13,32,0.406,15,23,0.652,9,44,33,5,2,13,18
25103,LAL,25,09/12/17,Away,CHO,W,110,99,43,85,0.506,9,27,0.333,15,21,0.714,6,46,24,7,5,14,21,41,93,0.441,8,25,0.32,9,14,0.643,9,43,21,7,3,11,21
26104,MEM,26,09/12/17,Home,OKC,L,101,102,39,88,0.443,13,33,0.394,10,17,0.588,13,47,23,5,5,13,30,36,92,0.391,12,34,0.353,18,31,0.581,17,47,18,7,5,10,21
25105,MIA,25,09/12/17,Away,BRK,W,101,89,42,90,0.467,8,27,0.296,9,14,0.643,8,44,15,6,8,5,17,33,81,0.407,7,27,0.259,16,19,0.842,8,43,16,3,3,12,17
25106,MIL,25,09/12/17,Home,UTA,W,117,100,44,81,0.543,7,17,0.412,22,26,0.846,8,41,22,8,6,11,29,33,76,0.434,8,23,0.348,26,37,0.703,9,35,20,7,3,16,23
25109,NYK,25,09/12/17,Away,CHI,L,102,104,43,91,0.473,7,24,0.292,9,9,1,8,40,25,6,3,14,17,42,82,0.512,7,25,0.28,13,23,0.565,8,40,28,10,7,14,19
25110,OKC,25,09/12/17,Away,MEM,W,102,101,36,92,0.391,12,34,0.353,18,31,0.581,17,47,18,7,5,10,21,39,88,0.443,13,33,0.394,10,17,0.588,13,47,23,5,5,13,30
28111,ORL,28,09/12/17,Away,ATL,L,110,117,45,92,0.489,13,34,0.382,7,8,0.875,10,39,39,7,2,12,24,41,80,0.513,17,33,0.515,18,25,0.72,9,40,33,7,6,12,13
25112,PHI,25,09/12/17,Away,CLE,L,98,105,37,78,0.474,11,33,0.333,13,13,1,7,39,31,10,2,19,21,36,75,0.48,14,29,0.483,19,25,0.76,6,33,26,12,2,17,16
28113,PHO,28,09/12/17,Home,SAS,L,101,104,35,80,0.438,7,25,0.28,24,30,0.8,10,40,11,4,1,10,21,40,87,0.46,6,19,0.316,18,25,0.72,18,52,18,5,6,15,23
25114,POR,25,09/12/17,Home,HOU,L,117,124,45,88,0.511,18,41,0.439,9,12,0.75,7,33,19,4,5,15,28,40,75,0.533,10,25,0.4,34,42,0.81,7,35,14,13,2,12,17
27116,SAS,27,09/12/17,Away,PHO,W,104,101,40,87,0.46,6,19,0.316,18,25,0.72,18,52,18,5,6,15,23,35,80,0.438,7,25,0.28,24,30,0.8,10,40,11,4,1,10,21
27118,UTA,27,09/12/17,Away,MIL,L,100,117,33,76,0.434,8,23,0.348,26,37,0.703,9,35,20,7,3,16,23,44,81,0.543,7,17,0.412,22,26,0.846,8,41,22,8,6,11,29
